produk-href,produk_name,price,description,usia,brand,picture_src-src,category,tipe_produk,manfaat
https://babyzania.com/beli-popok/promina-sup-mi-ayam-dan-sayur-12m-15099,Promina Sup Mi Ayam dan Sayur 12m+ - 81 gr,Rp 10.700,"Promina Sup Mi Ayam dan Sayur memadukan sempurna ayam dan sayuran pilihanyang mengandung protein, vitamin dan mineral yang sangat baik bagi pertumbuhan Sikecil. Promina Sup Mi Ayam dan Sayur memperkenalkan rasa makanan yang enak dan tekstur yang tepat untuk stimulasi perkembangan oromotoriknya.",toddler ,Promina,https://assets.babyzania.com/image/cache/catalog/1/52526667_be808d7c-b7b0-427e-ae82-d5c7a088e62d_2048_2048-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-popok/yummy-bites-yogurt-melt-gold-kiwi,Yummy Bites Yogurt Melt 20gr - Gold Kiwi,Rp 34.500,Yummy Bites Yogurt Melt Gold Kiwi adalah makanan selingan yogurt rasa pisang yang baik untuk dikonsumsi selama masa tumbuh kembang anak. Kandungan gizi yang seimbang dan juga probiotik pada yogurt dapat membantu memperkuat sistem imunitas tubuh dan juga berfungsi untuk melancarkan pencernaan sang buah hati.,toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/yummy-bites-baby-rice-cracker-50-gram-banana-3257-250x250.JPG,makanan,snack,mpasi
https://babyzania.com/beli-popok/yummy-bites-yogurt-melt-mixed-berries,Yummy Bites Yogurt Melt 20gr - Mixed Berries,Rp 34.500,"Yummy Bites Yogurt Melt Mixed Berries adalah makanan selingan yogurt rasa pisang yang baik untuk dikonsumsi selama masa tumbuh kembang anak. Kandungan gizi yang seimbang dan juga probiotik pada yogurt dapat membantu memperkuat sistem imunitas tubuh dan juga berfungsi untuk melancarkan pencernaan sang buah hati. Dilengkapi dengan vitamin A, vitamin C dan kalsium, Gluten Free.",toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/yummy123-banana-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/yummy-bites-yogurt-melt-banana-honey,Yummy Bites Yogurt Melt 20gr - Banana Honey,Rp 34.500,Yummy Bites Yogurt Melt Banana Honey adalah makanan selingan yogurt rasa pisang yang baik untuk dikonsumsi selama masa tumbuh kembang anak. Kandungan gizi yang seimbang dan juga probiotik pada yogurt dapat membantu memperkuat sistem imunitas tubuh dan juga berfungsi untuk melancarkan pencernaan sang buah hati.,toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/yummy-bites-baby-rice-cracker-50-gram-banana-3257-250x250.JPG,makanan,snack,mpasi
https://babyzania.com/beli-popok/yummy-bites-yogurt-melt-strawberry,Yummy Bites Yogurt Melt 20gr - Strawberry,Rp 34.500,Yummy Bites Yogurt Melt Strawberry adalah makanan selingan yogurt rasa pisang yang baik untuk dikonsumsi selama masa tumbuh kembang anak. Kandungan gizi yang seimbang dan juga probiotik pada yogurt dapat membantu memperkuat sistem imunitas tubuh dan juga berfungsi untuk melancarkan pencernaan sang buah hati.,toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/YB-straw1-337x395-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/promina-baby-crunchies-keju-cheddar-20gr,Promina Baby Crunchies Keju Cheddar Snack Bayi - 20gr,Rp 11.000,"Promina Baby Crunchies Keju Cheddar adalah MPASI berupa camilan yang bergizi dengan formula 4 Te-PAT dimana tekstur, pilihan rasa dan asupan gizinya disesuaikan dengan kebutuhan setiap tahapan usia bayi dan anak.
Faktanya, keterampilan makan terstimulasi saat anak menyesuaikan gerakan mulut dengan ukuran, tekstur dan rasa makanan.",toddler ,Promina,https://assets.babyzania.com/image/cache/catalog/1/45b74dec72ba8aa21262da21aa274df3-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/promina-puffs-strawberry-apple-8m-15gr,Promina Puffs Strawberry Apple 8m+ - 15gr,Rp 6.200,Promina Puffs merupakan makanan selingan berupa snack beras untuk bayi dan anak usia 8-24 bulan,toddler ,Promina,https://assets.babyzania.com/image/cache/catalog/1/peachy straw-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/promina-puffs-sweet-potato-8m-15gr,Promina Puffs Sweet Potato 8m+ - 15gr,Rp 6.200,Promina Puffs merupakan makanan selingan berupa snack beras untuk bayi dan anak usia 8-24 bulan,toddler ,Promina,https://assets.babyzania.com/image/cache/catalog/1/peachy straw-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/peachy-training-biscuits-with-nine-veggies-1y,Peachy Training Biscuits With Nine Veggies Biskuit Anak - 1y+,Rp 40.000,"Biskuit peachy veggie tersedia dalam tiga warna berbeda, merah, oranye dan hijau dan mengandung total 9 bahan nabati yang berbeda. Biskuitnya dirancang dengan ukuran yang pas untuk dipegang balita dan juga merupakan sumber minyak Omega 3, 6 dan 9 yang penting untuk perkembangan otak.",toddler ,Peachy,https://assets.babyzania.com/image/cache/catalog/peachy/peachy_apple puree-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/ivenet-sprinkling-recipe-seaweed-laver-30-gr,Ivenet Springkling Recipe Seaweed Laver Rumput Laut Tabur - 30gr,Rp 63.000,"Ivenet Bebe Springkling Recipe merupakan taburan sayuran kering untuk onigiri rasa rumput laut praktis bagi anak-anak yang mengandung berbagai macam bahan makanan seperti sayuran, seafood, rumput laut, dan beras merah. Ivenet Bebe Springkling Recipe diciptakan untuk menjaga keseimbangan gizi sang buah hati.",toddler ,Ivenet,https://assets.babyzania.com/image/cache/catalog/1/beberoll-all-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/happy-tummy-organic-noodles-150g-tersedia-pilihan-rasa,Happy Tummy Organic Noodles Mie Organik Bayi / Anak 150 gr,Rp 33.900,Happy Tummy Organic Noodles merupakan Makanan selingan untuk anak usia 1-3 tahun dalam bentuk mie yang terbuat dari bahan-bahan organik tanpa Pengawet dan tanpa pewarna sintetis.,toddler ,Happy Tummy,https://assets.babyzania.com/image/cache/catalog/simba/socks/IMG20150129WA0004-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/happy-tummy-puff-30g-apple-bananablueberry,Happy Tummy Puff Snack Bayi / Anak 30 gr - Apple Banana / Blueberry,Rp 33.120,"Makanan selingan Puff Rasa Blueberry, Apel dan Pisang untuk anak usia 1-3 tahun yang mudah dipegang untuk berlatik motorik si kecil. Tersedia dalam varian rasa Apple Banana & Blueberry",toddler ,Happy Tummy,https://assets.babyzania.com/image/cache/catalog/simba/socks/IMG20150129WA0004-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/happy-tummy-puff-stick-15g-cheseesweet-corn,Happy Tummy Puff Stick Snack Bayi / Anak 15 gr - Cheese / Sweet Corn,Rp 47.000,Happy Tummy Puff Stick adalah Krekers Beras sebagai cemilan untuk si kecil dengan ukuran yang mudah di genggam.,toddler ,Happy Tummy,https://assets.babyzania.com/image/cache/catalog/simba/socks/IMG20150129WA0004-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-popok/happy-tummy-teething-biscuit-56g-originalquinoa,Happy Tummy Teething Biscuit Biskuit Bayi 56 gr - Original / Quinoa,Rp 32.990,"Makanan selingan biskuit stick rasa susu dengan quinoa dan rasa original untuk anak usia 1-3 tahun. Dipanggang, tidak digoreng.",toddler ,Happy Tummy,https://assets.babyzania.com/image/cache/catalog/simba/socks/IMG20150129WA0004-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-makanan-susu/yummy-bites-rice-cracker-snack-bayi-50-gr-karton-isi-12,Yummy Bites Rice Cracker Snack Bayi 50 gr - Karton isi 12,Rp 310.000,"Yummy Bites 123 Applephant Apple Flavor 50 gram adalah makanan/biskuit beras ringan untuk bayi berbentuk oval panjang, cocok untuk Si Kecil yang mulai menginjak usia toddler (1,2,3).  Yummy Bites dibuat dengan beras premium organik Japonica dan bahan sederhana lainnya, semua bahan-bahan alami . Produk ini juga bebas gluten , bebas telur  dan bebas kacang, tanpa aditif buatan dan pengawet . Mengandung vitamin A , K ,E dan Protein sehingga baik untuk pertumbuhan si kecil. Biskuit ini sangat renyah namun setelah dimakan akan meleleh di mulut. Mudah digenggam oleh bayi yang baru belajar makan.",toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/AA3A1040-250x250.JPG,makanan,snack,mpasi
https://babyzania.com/beli-makanan-susu/gerber-rice-and-banana-apple-cereal-227-gram,Gerber Cereal 2nd Food Banana Cereal Bayi 227 gr - Rice / Oatmeal,Rp 87.900,"Gerber Rice & Banana Apple Cereal merupakan sereal bayi sebagai Makanan Pendamping ASI (MPASI) yang diperkaya nutrisi vitablok esensial. Nutrisi yang terkandung dalam bubur bayi ini merupakan nutrisi penting untuk perkembangan pesat bayi diusia keemasnya. Gerber Rice & Banana Apple Cereal adalah produk “First Brand for Iron”. Tidak ditambahkan pati, pewarna buatan atau perasa buatan",toddler ,Gerber,https://assets.babyzania.com/image/cache/catalog/1/015000070311-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-makanan-susu/gerber-organic-oatmeal-cereal-227-gram,Gerber Organic Cereal 1st Food Bubur Bayi 227 gr - Oatmeal / Rice,Rp 87.900,Gerber Organic Oatmeal Cereal merupakan sereal bayi sebagai Makanan Pendamping ASI (MPASI) yang diperkaya nutrisi vitablok esensial. Terbuat dari bahan-bahan  Nutrisi yang terkandung dalam bubur bayi ini merupakan nutrisi penting untuk perkembangan pesat bayi diusia keemasnya. Gerber Organic Oatmeal Cereal adalah produk “First Brand for Iron”. Bersertifikat USDA. Kemasan yang digunakan tidak mengandung BPA. Produksi USA,toddler ,Gerber,https://assets.babyzania.com/image/cache/catalog/1/rice-rev-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-makanan-susu/gerber-lil-bits-oatmeal-banana-strawberry-cereal-227-gram,Gerber Lil Bits Oatmeal Cereal Bubur Bayi 227 gr - Banana Strawberry,Rp 138.000,"Gerber Lil' Bits Oatmeal Banana Strawberry Cereal adalah sereal  bayi dengan buah asli dan sebagai makanan pendamping asi yang diperkaya zat besi dan 10 vitamin penting dan mineral. zat besi, vitamin dan mineral yang sangat ideal untuk tumbuh kembang bayi di masa keemasan nya.  Si kecil akan menikmati tekstur dan menemukan rasa buah yang lezat. Bersertifikat USDA. Kemasan yang digunakan tidak mengandung BPA",toddler ,Gerber,https://assets.babyzania.com/image/cache/catalog/1/2nd food-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-makanan-susu/gerber-organic-oatmeal-cereal-227-gram,Gerber Organic Cereal 1st Food Bubur Bayi 227 gr - Oatmeal / Rice,Rp 87.900,Gerber Organic Oatmeal Cereal merupakan sereal bayi sebagai Makanan Pendamping ASI (MPASI) yang diperkaya nutrisi vitablok esensial. Terbuat dari bahan-bahan  Nutrisi yang terkandung dalam bubur bayi ini merupakan nutrisi penting untuk perkembangan pesat bayi diusia keemasnya. Gerber Organic Oatmeal Cereal adalah produk “First Brand for Iron”. Bersertifikat USDA. Kemasan yang digunakan tidak mengandung BPA. Produksi USA,toddler,Gerber,https://assets.babyzania.com/image/cache/catalog/1/rice-rev-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-popok/yummy-bites-organic-baby-rice-cracker-50-gram-original,Yummy Bites ORGANIC Rice Cracker Snack Bayi 50 gr - Original,Rp 31.000,"Yummy Bites ORGANIC Baby Rice Cracker 50 gram - Original adalah dalah makanan/biskuit beras ringan untuk bayi berbentuk oval panjang untuk usia 6 bulan keatas. Yummy Bites dibuat dengan beras premium organik Japonica dan bahan sederhana lainnya, semua bahan-bahan alami . Produk ini juga bebas gluten , bebas telur  dan bebas kacang, tanpa aditif buatan dan pengawet . Mengandung vitamin A , K ,E dan Protein sehingga baik untuk pertumbuhan si kecil. Biskuit ini sangat renyah namun setelah dimakan akan meleleh di mulut. Mudah digenggam oleh bayi yang baru belajar makan.",toddler,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/AA3A1040-250x250.JPG,makanan,sereal,"energi, protein"
https://babyzania.com/beli-popok/yummy-bites-organic-baby-rice-cracker-50-gram-carrot,Yummy Bites ORGANIC Rice Cracker Snack Bayi 50 gr - Carrot,Rp 31.500,"Yummy Bites ORGANIC Baby Rice Cracker Carrot Flavor adalah makanan/biskuit beras ringan untuk bayi berbentuk oval panjang untuk usia 6 bulan keatas. Yummy Bites dibuat dengan beras premium organik Japonica dan bahan sederhana lainnya, semua bahan-bahan alami . Produk ini juga bebas gluten , bebas telur  dan bebas kacang, tanpa aditif buatan dan pengawet. Mengandung vitamin A , K ,E dan Protein sehingga baik untuk pertumbuhan si kecil. Biskuit ini sangat renyah namun setelah dimakan akan meleleh di mulut. Mudah digenggam oleh bayi yang baru belajar makan. Rasa wortel sangat disukai oleh si kecil.",toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/AA3A1040-250x250.JPG,makanan,sereal,"energi, protein"
https://babyzania.com/beli-makanan-susu-organik/organic-center-kars-granola-coco-lover-350gr,Organic Center Kars Granola Choco Lover Cemilan Diet Cereal - 350gr,Rp 60.000,"Organic Center
Cemilan Diet
Kars Granola Choco Lovers
Kars Granola Cokelat Favorit

Halal
Dinkes P-IRT 02151471089104-23

✅ Crunchy
✅ Healthy Delicious

✅ Tanpa Pengawet
✅ Tanpa Pewarna Makanan

Cara penyajian:
Tuangkan dalam mangkuk dan tambahkan susu atau pemanis lainnya

Berat Bersih 350gr
Komposisi:
Natural Rolled Oat, Palm Sugar, Choco Chips, Vanilla Choco Chips, Sunflower Seeds, Pumpkin Seeds, Cashew, Walnut.

Diproduksi oleh:
PT LHB
ORGANIC CENTER
INDONESIA",toddler ,Organic Center,https://assets.babyzania.com/image/cache/catalog/jack-n-jill/tooth-paste/jack-n-jill-toothpaste-50g-strawberry-3110-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-makanan-susu/oh-ma-grain-popped-rice-crackers-50-gr,Oh Ma Grain Rice Cracker Snack Beras Sehat NO MSG 50 gr - 1 Pcs,Rp. 15.000,"Oh Ma Grain adalah snack beras yang terbuat dari campuran beras coklat dan beras putih organik. Proses pembuatannya tidak dipanggang, tidak digoreng, tapi menggunakan popping technology,

Tersedia dalam 12 varian rasa yang harus kamu coba, karena rasanya yanng enak dan cocok untuk kamu nikmati tanpa rasa galau.
Cemilan ini juga kaya akan serat yang baik untuk kesehatan pencernaan.",toddler ,Oh Ma Grain,https://assets.babyzania.com/image/cache/catalog/1/pigeon_pigeon-mag-mag-spare-straw-new_full02-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-popok/yummy-bites-organic-baby-noodle-200gr-broccoli,Yummy Bites Organic Noodle Mie MPASI Bayi Organik 200 gram - Broccoli,Rp 37.000,"Yummy Bites Organic Noodle adalah makanan selingan Mi kering Brokoli Organik untuk anak . Yummy bites noodle dibuat dari bahan alami yang tinggi akan Omega dan pastinya akan menjadi asupan sehat, enak dan bisa langsung disajikan untuk Si Kecil.",toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/original23654-250x250.jpg,makanan,sereal,"energi, protein"
https://babyzania.com/beli-popok/yummy-bites-organic-baby-noodle-200gr-spinach,Yummy Bites Organic Noodle Mie MPASI Bayi Organik 200 gram - Spinach,Rp 37.000,"Yummy Bites Organic Noodle adalah makanan selingan Mi kering Bayam Organik untuk anak . Yummy bites noodle dibuat dari bahan alami yang tinggi akan Omega dan pastinya akan menjadi asupan sehat, enak dan bisa langsung disajikan untuk Si Kecil.",toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/yummy-bites-baby-rice-cracker-50-gram-carrot-3258-250x250.JPG,makanan,sereal,"energi, protein"
https://babyzania.com/beli-popok/yummy-bites-organic-baby-noodle-200gr-sweet-potato,Yummy Bites Organic Noodle Mie MPASI Bayi Organik 200 gram - Sweet Potato,Rp 37.000,"Yummy Bites Organic Noodle adalah makanan selingan Mi kering Ubi Jalar Organik untuk anak . Yummy bites noodle dibuat dari bahan alami yang tinggi akan Omega dan pastinya akan menjadi asupan sehat, enak dan bisa langsung disajikan untuk Si Kecil.",toddler ,Yummy Bites,https://assets.babyzania.com/image/cache/catalog/1/yummy-bites-baby-rice-cracker-50-gram-carrot-3258-250x250.JPG,makanan,sereal,"energi, protein"
https://babyzania.com/beli-makanan-susu/omo-unicorn-roll-healthy-baby-snack-18-gr,OMO Unicorn Roll Baby Snack Sehat Bayi No MSG 18 gr - Beli 2 Gratis 1,Rp 37.000,"OMO! UNICORN ROLL menggunakan bahan-bahan sehat dan berkualitas seperti:
- Tepung Jagung
- Beras Merah, Beras Putih, Beras Coklat, Beras Hitam
- Minyak Nabati","newborn, infant ",OMO,https://assets.babyzania.com/image/cache/catalog/pita/1/mini-anna-red-hc-a-250x250.jpg,makanan,snack,mpasi
https://babyzania.com/beli-makanan-susu-snacks/omo-unicorn-roll-healthy-baby-snack-snak-bayi-anak-18-gr,OMO Unicorn Roll Baby Snack Sehat Bayi No MSG 18 gr - 1 Pcs,Rp 18.300,"OMO! UNICORN ROLL menggunakan bahan-bahan sehat dan berkualitas seperti:
- Tepung Jagung
- Beras Merah, Beras Putih, Beras Coklat, Beras Hitam
- Minyak Nabati","newborn, infant",OMO,https://assets.babyzania.com/image/cache/catalog/pita/1/mini-anna-red-hc-a-250x250.jpg,makanan,snack,mpasi
